id,lineage,sequence_length
"""OK239948""","""AY.37""",59440
"""OK231559""","""AY.37""",59442
"""OK590595""","""AY.37""",58950
"""OK186251""","""AY.37""",59436
"""MZ934048""","""AY.37""",59436
"""OK579413""","""AY.37""",59436
"""OK276002""","""AY.37""",59436
"""MZ763698""","""AY.37""",59436
"""MZ637490""","""AY.37""",59440
"""OK630555""","""AY.37""",59130
"""MZ764385""","""AY.37""",59442
"""OK164880""","""AY.37""",59506
"""OK428363""","""AY.37""",59396
"""OL384515""","""AY.37""",59436
"""MZ981198""","""AY.37""",59436
"""ON278256""","""AY.37""",59436
"""OK015428""","""AY.37""",59436
"""OK024652""","""AY.37""",59436
"""OK274590""","""AY.37""",59436
"""MZ996241""","""AY.37""",59436
"""OK088465""","""AY.37""",59436
"""OV307190""","""AY.37""",59436
"""MZ985039""","""AY.37""",59436
"""OU934233""","""AY.37""",59436
"""OK451875""","""AY.37""",59436
"""OK440448""","""AY.37""",59436
"""OK484043""","""AY.37""",59436
"""MZ939228""","""AY.37""",59314
"""OK535884""","""AY.37""",58884
"""OK118596""","""AY.37""",59440
"""MZ900441""","""AY.37""",59376
"""OK180058""","""AY.37""",59688
"""OM045617""","""AY.37""",59688
"""OK225298""","""AY.37""",59684
"""MZ845884""","""AY.37""",59688
"""MZ900435""","""AY.37""",58998
"""MZ886338""","""AY.37""",59288
"""MZ941261""","""AY.37""",58814
"""MZ728963""","""AY.37""",59440
"""OL483438""","""AY.37""",59310
"""OL315430""","""AY.37""",58848
"""MZ554480""","""AY.37""",59470
"""OK134036""","""AY.37""",59794
"""OL523902""","""AY.37""",59732
"""OK476181""","""AY.37""",59794
"""OM201946""","""AY.37""",59660
"""MZ934306""","""AY.37""",59794
"""OK115021""","""AY.37""",59794
"""OK711739""","""AY.37""",59650
"""OL239456""","""AY.37""",59794
"""OK202600""","""AY.37""",59806
"""OK279228""","""AY.37""",59660
"""OL306417""","""AY.37""",59794
"""MZ830881""","""AY.37""",59794
"""OL483965""","""AY.37""",59806
"""MZ809612""","""AY.37""",59794
"""MZ878765""","""AY.37""",59794
"""ON291407""","""AY.37""",59638
"""OK285923""","""AY.37""",59806
"""OK014900""","""AY.37""",59784
"""MZ929545""","""AY.37""",59660
"""OL392053""","""AY.37""",59552
"""OK204893""","""AY.37""",59734
"""OL518102""","""AY.37""",59616
"""OK114956""","""AY.37""",59620
"""OK380046""","""AY.37""",59688
"""OK012665""","""AY.37""",59620
"""OK670660""","""AY.37""",59680
"""OU578455""","""AY.37""",59702
"""MZ837398""","""AY.37""",59666
"""OK035806""","""AY.37""",59718
"""MZ825410""","""AY.37""",59774
"""OL539071""","""AY.37""",59620
"""OK024427""","""AY.37""",59682
"""OK256726""","""AY.37""",59734
"""OL423754""","""AY.37""",59638
"""MZ937516""","""AY.37""",59638
"""OL727556""","""AY.37""",59662
"""MZ937742""","""AY.37""",59606
"""MZ885301""","""AY.37""",59620
"""OK096896""","""AY.37""",59708
"""MZ988827""","""AY.37""",59718
"""MZ933975""","""AY.37""",59788
"""OK223347""","""AY.37""",59770
"""MZ999467""","""AY.37""",59706
"""MZ945283""","""AY.37""",59794
"""OK380105""","""AY.37""",59434
"""OK189130""","""AY.37""",59650
"""ON281573""","""AY.37""",59766
"""OL479757""","""AY.37""",59764
"""OX255943""","""BA.5.1""",59552
"""OX155750""","""BA.5.1""",59608
"""OX262602""","""BA.5.1""",59726
"""OX239123""","""BA.5.1""",59734
"""OP127594""","""BA.5.1""",59364
"""OX102032""","""BA.5.1""",59444
"""OP066839""","""BA.5.1""",59734
"""ON999666""","""BA.5.1""",59786
"""ON880737""","""BA.5.1""",59764
"""OP102936""","""BA.5.1""",59454
"""OP051379""","""BA.5.1""",59698
"""OP114463""","""BA.5.1""",59560
"""OP061938""","""BA.5.1""",59774
"""ON974059""","""BA.5.1""",59734
"""OX217784""","""BA.5.1""",59786
"""OX273711""","""BA.5.1""",59788
"""OX213554""","""BA.5.1""",59734
"""OX245781""","""BA.5.1""",59734
"""OX262366""","""BA.5.1""",59774
"""OP147647""","""BA.5.1""",59734
"""OX270896""","""BA.5.1""",59736
"""OX246184""","""BA.5.1""",59552
"""OP107814""","""BA.5.1""",59642
"""OX223819""","""BA.5.1""",59510
"""OX255735""","""BA.5.1""",59552
"""OX217163""","""BA.5.1""",59760
"""OX213046""","""BA.5.1""",59436
"""OX037438""","""BA.5.1""",59648
"""OX224998""","""BA.5.1""",59538
"""OP064359""","""BA.5.1""",59760
"""OX162749""","""BA.5.1""",59478
"""OX249023""","""BA.5.1""",59764
"""OP064621""","""BA.5.1""",59614
"""OP166541""","""BA.5.1""",59698
"""OX254175""","""BA.5.1""",59416
"""OX137539""","""BA.5.1""",59642
"""OX246851""","""BA.5.1""",59416
"""OP125169""","""BA.5.1""",59416
"""OP137941""","""BA.5.1""",59632
"""OX224470""","""BA.5.1""",59612
"""OX263728""","""BA.5.1""",59686
"""OX162780""","""BA.5.1""",59686
"""OX263025""","""BA.5.1""",59784
"""OP083890""","""BA.5.1""",59416
"""OP124045""","""BA.5.1""",59428
"""OP125200""","""BA.5.1""",59750
"""OP102853""","""BA.5.1""",59734
"""OX221520""","""BA.5.1""",59630
"""OP216612""","""BA.5.1""",59698
"""OX259456""","""BA.5.1""",59586
"""OP061752""","""BA.5.1""",59748
"""OX262241""","""BA.5.1""",59716
"""OX272275""","""BA.5.1""",59694
"""OX262234""","""BA.5.1""",59608
"""OP027355""","""BA.5.1""",59502
"""OX232171""","""BA.5.1""",59390
"""OX233093""","""BA.5.1""",59694
"""OP222188""","""BA.5.1""",59626
"""ON980487""","""BA.5.1""",59624
"""ON942160""","""BA.5.1""",59710
"""OX220049""","""BA.5.1""",59734
"""OX161419""","""BA.5.1""",59734
"""OX219729""","""BA.5.1""",59552
"""OX224733""","""BA.5.1""",59764
"""OX248803""","""BA.5.1""",59436
"""OX228320""","""BA.5.1""",59552
"""OP109244""","""BA.5.1""",59692
"""OX253741""","""BA.5.1""",59638
"""OX217243""","""BA.5.1""",59728
"""OP139619""","""BA.5.1""",59320
"""OX035530""","""BA.5.1""",59588
"""OX224231""","""BA.5.1""",59734
"""OX229916""","""BA.5.1""",59786
"""OP140493""","""BA.5.1""",59692
"""OP054821""","""BA.5.1""",59634
"""OX103246""","""BA.5.1""",59718
"""OX152328""","""BA.5.1""",59790
"""ON824353""","""BA.5.1""",59656
"""OP192973""","""BA.5.1""",59788
"""OX242753""","""BA.5.1""",59774
"""OX244975""","""BA.5.1""",59704
"""OP201010""","""BA.5.1""",59754
"""OP000299""","""BA.5.1""",59752
"""OX158917""","""BA.5.1""",59552
"""OX261327""","""BA.5.1""",59624
"""OX241457""","""BA.5.1""",59622
"""ON977650""","""BA.5.1""",59630
"""OX221761""","""BA.5.1""",59612
"""OP180105""","""BA.5.1""",59448
"""OX188830""","""BA.5.1""",59718
"""OX256567""","""BA.5.1""",59552
"""OX229555""","""BA.5.1""",59308
"""ON914542""","""BA.5.1""",59654
"""OX261251""","""BA.5.1""",59614
"""OP049084""","""BA.5.1""",59722
"""OP069688""","""BA.5.1""",59658
"""OP200456""","""BA.5.1""",59662
"""OX103620""","""BA.5.1""",59722
"""OP007640""","""BA.5.1""",59662
"""OP119911""","""BA.5.1""",59722
"""OP055665""","""BA.5.1""",59792
"""OX230718""","""BA.5.1""",59738
"""OP077778""","""BA.5.1""",59698
"""OP083016""","""BA.5.1""",59806
"""OX140754""","""BA.5.1""",59722
"""OX229499""","""BA.5.1""",59552
"""OX217642""","""BA.5.1""",59718
"""OX178243""","""BA.5.1""",59770
"""ON975665""","""BA.5.1""",59722
"""OX161765""","""BA.5.1""",59614
"""OX113715""","""BA.5.1""",59694
"""OP014717""","""BA.5.1""",59734
"""OP003362""","""BA.5.1""",59796
"""OP064716""","""BA.5.1""",59806
"""OX227578""","""BA.5.1""",59794
"""OP119983""","""BA.5.1""",59806
"""OX245362""","""BA.5.1""",59794
"""OP008365""","""BA.5.1""",59794
"""OP049684""","""BA.5.1""",59806
"""OX112545""","""BA.5.1""",59794
"""OX225346""","""BA.5.1""",59806
"""OX236896""","""BA.5.1""",59806
"""OP130424""","""BA.5.1""",59776
"""OP166612""","""BA.5.1""",59794
"""OP136632""","""BA.5.1""",59806
"""OP192336""","""BA.5.1""",59806
"""OX213334""","""BA.5.1""",59776
"""OX218790""","""BA.5.1""",59806
"""OX261610""","""BA.5.1""",59806
"""OX252883""","""BA.5.1""",59660
"""OX157447""","""BA.5.1""",59796
"""OP202087""","""BA.5.1""",59704
"""OX209483""","""BA.5.1""",59794
"""OX227778""","""BA.5.1""",59662
"""OP055679""","""BA.5.1""",59372
"""OX224617""","""BA.5.1""",59740
"""OP063197""","""BA.5.1""",59662
"""OX224109""","""BA.5.1""",59776
"""OP130909""","""BA.5.1""",59794
"""OP145150""","""BA.5.1""",59660
"""ON990745""","""BA.5.1""",59698
"""OX247500""","""BA.5.1""",59570
"""OP154079""","""BA.5.1""",59616
"""OP155743""","""BA.5.1""",59642
"""OP025459""","""BA.5.1""",59778
"""OX258284""","""BA.5.1""",59638
"""ON939775""","""BA.5.1""",59654
"""OX188741""","""BA.5.1""",59654
"""OX272009""","""BA.5.1""",59654
"""OX233901""","""BA.5.1""",59796
"""OX259349""","""BA.5.1""",59780
"""OX254949""","""BA.5.1""",59780
"""OP217483""","""BA.5.1""",59780
"""OP177247""","""BA.5.1""",59780
"""OX103430""","""BA.5.1""",59780
"""OX001569""","""BA.5.1""",59780
"""OX113146""","""BA.5.1""",59780
"""OX272819""","""BA.5.1""",59780
"""ON975946""","""BA.5.1""",59780
"""OX190976""","""BA.5.1""",59780
"""OX251161""","""BA.5.1""",59780
"""OP051533""","""BA.5.1""",59780
"""ON990378""","""BA.5.1""",59796
"""OX233560""","""BA.5.1""",59780
"""OP193496""","""BA.5.1""",59658
"""OX257764""","""BA.5.1""",59780
"""OP048387""","""BA.5.1""",59780
"""OX272118""","""BA.5.1""",59780
"""OP181271""","""BA.5.1""",59796
"""OX244731""","""BA.5.1""",59780
"""OX267618""","""BA.5.1""",59780
"""ON896232""","""BA.5.1""",59780
"""ON931045""","""BA.5.1""",59780
"""OX242570""","""BA.5.1""",59780
"""OX272166""","""BA.5.1""",59780
"""OP064944""","""BA.5.1""",59780
"""OP000219""","""BA.5.1""",59780
"""OP177035""","""BA.5.1""",59780
"""ON967415""","""BA.5.1""",59780
"""OP129234""","""BA.5.1""",59780
"""OP052774""","""BA.5.1""",59780
"""OX271208""","""BA.5.1""",59780
"""OX189013""","""BA.5.1""",59780
"""OX198286""","""BA.5.1""",59780
"""ON974569""","""BA.5.1""",59780
"""OX209531""","""BA.5.1""",59780
"""OP200062""","""BA.5.1""",59780
"""OX211860""","""BA.5.1""",59780
"""OP166816""","""BA.5.1""",59780
"""OX227794""","""BA.5.1""",59780
"""OX262343""","""BA.5.1""",59780
"""OP145482""","""BA.5.1""",59780
"""OP154887""","""BA.5.1""",59780
"""ON884314""","""BA.5.1""",59636
"""OP216111""","""BA.5.1""",59620
"""OP164783""","""BA.5.1""",59430
"""OP077511""","""BA.5.1""",59614
"""OX217087""","""BA.5.1""",59780
"""OX213931""","""BA.5.1""",56238
"""OX035849""","""BA.5.1""",59780
"""OP155671""","""BA.5.1""",59780
"""OX252847""","""BA.5.1""",59780
"""OP155293""","""BA.5.1""",59796
"""OX224282""","""BA.5.1""",59780
"""OP120332""","""BA.5.1""",59780
"""OX152764""","""BA.5.1""",59780
"""OP015229""","""BA.5.1""",59794
"""OX253812""","""BA.5.1""",59780
"""OX247687""","""BA.5.1""",59806
"""OP171595""","""BA.5.1""",59780
"""OX264817""","""BA.5.1""",59806
"""OX228099""","""BA.5.1""",59780
"""OP088795""","""BA.5.1""",59780
"""OP111205""","""BA.5.1""",59806
"""OX273370""","""BA.5.1""",59806
"""OX151935""","""BA.5.1""",59780
"""OP109560""","""BA.5.1""",59806
"""ON901448""","""BA.5.1""",59806
"""OP014941""","""BA.5.1""",59806
"""OX271956""","""BA.5.1""",59806
"""OX261464""","""BA.5.1""",59806
"""OX226791""","""BA.5.1""",59806
"""OP077796""","""BA.5.1""",59806
"""OP115987""","""BA.5.1""",59794
"""OX217214""","""BA.5.1""",59794
"""OX219050""","""BA.5.1""",59794
"""OX258160""","""BA.5.1""",59806
"""OX263141""","""BA.5.1""",59794
"""OX110861""","""BA.5.1""",59794
"""OX223549""","""BA.5.1""",59794
"""OP126562""","""BA.5.1""",59794
"""OP069532""","""BA.5.1""",59794
"""OX110009""","""BA.5.1""",59794
"""OP202484""","""BA.5.1""",59794
"""OP148438""","""BA.5.1""",59794
"""OX259600""","""BA.5.1""",59788
"""OX250879""","""BA.5.1""",59794
"""OP026576""","""BA.5.1""",59794
"""OX263051""","""BA.5.1""",59794
"""OX222565""","""BA.5.1""",59794
"""OX234217""","""BA.5.1""",59794
"""OX188455""","""BA.5.1""",59794
"""OX271708""","""BA.5.1""",59794
"""OX225459""","""BA.5.1""",59794
"""OX255951""","""BA.5.1""",59794
"""OX253546""","""BA.5.1""",59794
"""OX223619""","""BA.5.1""",59780
"""OP122063""","""BA.5.1""",59780
"""OX218173""","""BA.5.1""",59780
"""OX257531""","""BA.5.1""",59780
"""OX218637""","""BA.5.1""",59780
"""OP138197""","""BA.5.1""",59780
"""OX190490""","""BA.5.1""",59780
"""OX231798""","""BA.5.1""",59780
"""ON960989""","""BA.5.1""",59780
"""OX232850""","""BA.5.1""",59780
"""OP162894""","""BA.5.1""",59780
"""OP062455""","""BA.5.1""",59780
"""OX161363""","""BA.5.1""",59780
"""ON825435""","""BA.5.1""",59780
"""OX103014""","""BA.5.1""",59780
"""OX158390""","""BA.5.1""",59780
"""ON990679""","""BA.5.1""",59780
"""OX162499""","""BA.5.1""",59780
"""OX213242""","""BA.5.1""",59780
"""OX218175""","""BA.5.1""",59780
"""OX218156""","""BA.5.1""",59780
"""OX224429""","""BA.5.1""",59780
"""OX217406""","""BA.5.1""",59780
"""OX227619""","""BA.5.1""",59780
"""OP110752""","""BA.5.1""",59780
"""OX213741""","""BA.5.1""",59780
"""OX211245""","""BA.5.1""",59780
"""OX241730""","""BA.5.1""",59780
"""OP192823""","""BA.5.1""",59780
"""OX111177""","""BA.5.1""",59780
"""OX158220""","""BA.5.1""",59780
"""OX213013""","""BA.5.1""",59780
"""OX061752""","""BA.5.1""",59780
"""OP120101""","""BA.5.1""",59780
"""OP150460""","""BA.5.1""",59780
"""OX213483""","""BA.5.1""",59780
"""OX211964""","""BA.5.1""",59780
"""OP203276""","""BA.5.1""",59780
"""OX162247""","""BA.5.1""",59780
"""OP181367""","""BA.5.1""",59780
"""OX251512""","""BA.5.1""",59780
"""OP181178""","""BA.5.1""",59780
"""OX231347""","""BA.5.1""",59780
"""OP139876""","""BA.5.1""",59780
"""OP157004""","""BA.5.1""",59796
"""OP165619""","""BA.5.1""",59780
"""OP008031""","""BA.5.1""",59780
"""OP194312""","""BA.5.1""",59780
"""OX227885""","""BA.5.1""",59780
"""OP138679""","""BA.5.1""",59780
"""OP110402""","""BA.5.1""",59780
"""OX141654""","""BA.5.1""",59780
"""ON916711""","""BA.5.1""",59780
"""OX257248""","""BA.5.1""",59780
"""OX247253""","""BA.5.1""",59780
"""OX234899""","""BA.5.1""",59780
"""OP110514""","""BA.5.1""",59780
"""ON975669""","""BA.5.1""",59780
"""OX229637""","""BA.5.1""",59780
"""OP201375""","""BA.5.1""",59780
"""OX215233""","""BA.5.1""",59780
"""OP109122""","""BA.5.1""",59780
"""OX099095""","""BA.5.1""",59780
"""OX250044""","""BA.5.1""",59780
"""OX236755""","""BA.5.1""",59780
"""OX249580""","""BA.5.1""",59780
"""OX253598""","""BA.5.1""",59780
"""ON905967""","""BA.5.1""",59774
"""ON836768""","""BA.5.1""",59780
"""OP010150""","""BA.5.1""",59780
"""OX243040""","""BA.5.1""",59780
"""OX251441""","""BA.5.1""",59780
"""OX217199""","""BA.5.1""",59780
"""OP114128""","""BA.5.1""",59780
"""OX258901""","""BA.5.1""",59780
"""OP108122""","""BA.5.1""",59780
"""OX238577""","""BA.5.1""",59780
"""ON999683""","""BA.5.1""",59780
"""OX220880""","""BA.5.1""",59750
"""OX272675""","""BA.5.1""",59780
"""OX225191""","""BA.5.1""",59762
"""OX241846""","""BA.5.1""",59780
"""ON957851""","""BA.5.1""",59780
"""OX212220""","""BA.5.1""",59780
"""OX181037""","""BA.5.1""",59780
"""OX225219""","""BA.5.1""",59780
"""OP090178""","""BA.5.1""",59780
"""OX257010""","""BA.5.1""",59780
"""ON944847""","""BA.5.1""",59780
"""OX220055""","""BA.5.1""",59780
"""OX252773""","""BA.5.1""",59780
"""OP062410""","""BA.5.1""",59780
"""OP063675""","""BA.5.1""",59780
"""OP149098""","""BA.5.1""",59780
"""OX223997""","""BA.5.1""",59780
"""ON944937""","""BA.5.1""",59780
"""OX251185""","""BA.5.1""",59780
"""OX189700""","""BA.5.1""",59780
"""OX111074""","""BA.5.1""",59780
"""ON990634""","""BA.5.1""",59780
"""OX258453""","""BA.5.1""",59780
"""OX272007""","""BA.5.1""",59780
"""OP138651""","""BA.5.1""",59780
"""OX241795""","""BA.5.1""",59780
"""ON941536""","""BA.5.1""",59780
"""OX249243""","""BA.5.1""",59780
"""OX212238""","""BA.5.1""",59780
"""OX260540""","""BA.5.1""",59780
"""ON894796""","""BA.5.1""",59792
"""OX220531""","""BA.5.1""",59780
"""OX245694""","""BA.5.1""",59780
"""OP171335""","""BA.5.1""",59780
"""OX244973""","""BA.5.1""",59780
"""OX208792""","""BA.5.1""",59780
"""OX231131""","""BA.5.1""",59762
"""OX135193""","""BA.5.1""",59780
"""OX060830""","""BA.5.1""",59780
"""ON806082""","""BA.5.1""",59780
"""OX239517""","""BA.5.1""",59780
"""OX215908""","""BA.5.1""",59762
"""OX217641""","""BA.5.1""",59762
"""ON898881""","""BA.5.1""",59780
"""OX225310""","""BA.5.1""",59780
"""OX060852""","""BA.5.1""",59780
"""OX216449""","""BA.5.1""",59780
"""OX261427""","""BA.5.1""",59780
"""OX189138""","""BA.5.1""",59780
"""OX162196""","""BA.5.1""",59780
"""OX259711""","""BA.5.1""",59780
"""OX253263""","""BA.5.1""",59780
"""OP025016""","""BA.5.1""",59780
"""OP068752""","""BA.5.1""",59780
"""OP016181""","""BA.5.1""",59780
"""OX162575""","""BA.5.1""",59780
"""OX227592""","""BA.5.1""",59780
"""OX258078""","""BA.5.1""",59780
"""OX272082""","""BA.5.1""",59780
"""OX214183""","""BA.5.1""",59780
"""OX246216""","""BA.5.1""",59780
"""OX272625""","""BA.5.1""",59780
"""OP192854""","""BA.5.1""",59762
"""OP064610""","""BA.5.1""",59780
"""OX229041""","""BA.5.1""",59780
"""OP089073""","""BA.5.1""",59780
"""ON941872""","""BA.5.1""",59780
"""OP138745""","""BA.5.1""",59780
"""OP167229""","""BA.5.1""",59780
"""OP140683""","""BA.5.1""",59780
"""OP114264""","""BA.5.1""",59780
"""ON994797""","""BA.5.1""",59780
"""OX231358""","""BA.5.1""",59780
"""OP222475""","""BA.5.1""",59780
"""OX264991""","""BA.5.1""",59780
"""OX133653""","""BA.5.1""",59780
"""OP017043""","""BA.5.1""",59762
"""OX224105""","""BA.5.1""",59780
"""OX252840""","""BA.5.1""",59780
"""OX128192""","""BA.5.1""",59780
"""OX259862""","""BA.5.1""",59780
"""OX220249""","""BA.5.1""",59780
"""OX228632""","""BA.5.1""",59792
"""OP083490""","""BA.5.1""",59780
"""OX219029""","""BA.5.1""",59780
"""OX189525""","""BA.5.1""",59780
"""OP209228""","""BA.5.1""",59780
"""OX026920""","""BA.5.1""",59780
"""OX237625""","""BA.5.1""",59780
"""OX257929""","""BA.5.1""",59780
"""OX261705""","""BA.5.1""",59780
"""OP148483""","""BA.5.1""",59780
"""OP182551""","""BA.5.1""",59762
"""OX255768""","""BA.5.1""",59780
"""OX159037""","""BA.5.1""",59780
"""ON938509""","""BA.5.1""",59780
"""OP156205""","""BA.5.1""",59780
"""OX138433""","""BA.5.1""",59780
"""OX221790""","""BA.5.1""",59762
"""OX222213""","""BA.5.1""",59780
"""OX228254""","""BA.5.1""",59780
"""OX131989""","""BA.5.1""",59792
"""OX232511""","""BA.5.1""",59780
"""OP166925""","""BA.5.1""",59780
"""OX154909""","""BA.5.1""",59780
"""OP203742""","""BA.5.1""",59780
"""OP107789""","""BA.5.1""",59780
"""ON987078""","""BA.5.1""",59756
"""OP183069""","""BA.5.1""",59780
"""OX218607""","""BA.5.1""",59780
"""OX218387""","""BA.5.1""",59780
"""OX103641""","""BA.5.1""",59780
"""OX273069""","""BA.5.1""",59128
"""OX148128""","""BA.5.1""",59780
"""OX234601""","""BA.5.1""",59662
"""OX217758""","""BA.5.1""",59736
"""ON967083""","""BA.5.1""",59386
"""ON969838""","""BA.5.1""",59640
"""OP171372""","""BA.5.1""",59450
"""OP154374""","""BA.5.1""",59262
"""OX224108""","""BA.5.1""",59780
"""OX237060""","""BA.5.1""",59780
"""OX259461""","""BA.5.1""",59780
"""OX223924""","""BA.5.1""",59780
"""OX232566""","""BA.5.1""",59780
"""OP203745""","""BA.5.1""",59780
"""ON824636""","""BA.5.1""",59780
"""OP027304""","""BA.5.1""",59780
"""OX250852""","""BA.5.1""",59780
"""OP049317""","""BA.5.1""",59780
"""OX228746""","""BA.5.1""",59780
"""OX162650""","""BA.5.1""",59780
"""OX261439""","""BA.5.1""",59780
"""OP192722""","""BA.5.1""",59780
"""OX131270""","""BA.5.1""",59780
"""OX238893""","""BA.5.1""",59762
"""OX235628""","""BA.5.1""",59780
"""OP182039""","""BA.5.1""",59780
"""OX148475""","""BA.5.1""",59780
"""OX237641""","""BA.5.1""",59780
"""OX273020""","""BA.5.1""",59780
"""OX226829""","""BA.5.1""",59762
"""OX272093""","""BA.5.1""",59780
"""OX239227""","""BA.5.1""",59780
"""OP103505""","""BA.5.1""",59780
"""OX245082""","""BA.5.1""",59780
"""OP128126""","""BA.5.1""",59780
"""ON830537""","""BA.5.1""",59762
"""OX249733""","""BA.5.1""",59762
"""OP174658""","""BA.5.1""",59780
"""OX228639""","""BA.5.1""",59780
"""OX227173""","""BA.5.1""",59780
"""OP161631""","""BA.5.1""",59780
"""OP119258""","""BA.5.1""",59780
"""OX219673""","""BA.5.1""",59780
"""OX254403""","""BA.5.1""",59780
"""OP084092""","""BA.5.1""",59762
"""OP065908""","""BA.5.1""",59780
"""OX241921""","""BA.5.1""",59780
"""OX263506""","""BA.5.1""",59780
"""OX222553""","""BA.5.1""",59762
"""OX208799""","""BA.5.1""",59780
"""OX272497""","""BA.5.1""",59780
"""OX247090""","""BA.5.1""",59780
"""OP176904""","""BA.5.1""",59780
"""OP126974""","""BA.5.1""",59780
"""OP150455""","""BA.5.1""",59780
"""OP083120""","""BA.5.1""",59780
"""OP129589""","""BA.5.1""",59780
"""OX227091""","""BA.5.1""",59780
"""OP117546""","""BA.5.1""",59780
"""OX214417""","""BA.5.1""",59780
"""OP171005""","""BA.5.1""",59768
"""OX220462""","""BA.5.1""",59780
"""OX225827""","""BA.5.1""",59762
"""OX163279""","""BA.5.1""",59762
"""MZ291230""","""P.1.13""",59780
"""MZ311015""","""P.1.13""",59762
"""MZ368512""","""P.1.13""",59780
"""OL369341""","""P.1.13""",59780
"""MZ020985""","""P.1.13""",59780
"""MZ207657""","""P.1.13""",59780
"""MW869708""","""P.1.13""",59780
"""MZ290148""","""P.1.13""",59756
"""MZ371142""","""P.1.13""",59780
"""MZ256909""","""P.1.13""",59780
"""MZ207704""","""P.1.13""",59780
"""MZ101909""","""P.1.13""",59780
"""MZ252070""","""P.1.13""",59780
"""MZ164105""","""P.1.13""",59780
"""MZ237099""","""P.1.13""",59780
"""MZ980618""","""P.1.13""",59780
"""MZ222441""","""P.1.13""",59780
"""MZ284041""","""P.1.13""",59780
"""MZ315772""","""P.1.13""",59780
"""MZ194883""","""P.1.13""",59780
"""MZ360034""","""P.1.13""",59780
"""MZ256672""","""P.1.13""",59780
"""MW964567""","""P.1.13""",59780
"""MZ531091""","""P.1.13""",59762
"""MZ195054""","""P.1.13""",59762
"""MZ184649""","""P.1.13""",59780
"""MZ201665""","""P.1.13""",59780
"""OL538360""","""P.1.13""",59780
"""MZ450608""","""P.1.13""",59780
"""MZ536452""","""P.1.13""",59792
"""MZ099852""","""P.1.13""",59780
"""MZ372541""","""P.1.13""",59780
"""MZ038484""","""P.1.13""",59780
"""MZ397300""","""P.1.13""",59780
"""MZ354292""","""P.1.13""",59756
"""MZ537299""","""P.1.13""",59780
"""MZ531023""","""P.1.13""",59780
"""MZ799138""","""P.1.13""",59780
"""MZ294464""","""P.1.13""",59780
"""MZ341597""","""P.1.13""",59750
"""MZ290229""","""P.1.13""",59780
"""MZ164281""","""P.1.13""",59780
"""MZ322065""","""P.1.13""",59780
"""MZ291364""","""P.1.13""",59780
"""MZ100552""","""P.1.13""",59762
"""MZ416072""","""P.1.13""",59780
"""MZ021130""","""P.1.13""",59780
"""MZ240221""","""P.1.13""",59780
"""MZ038284""","""P.1.13""",59780
"""MZ068661""","""P.1.13""",59780
"""MZ038856""","""P.1.13""",59780
"""MZ264917""","""P.1.13""",59780
"""MZ195516""","""P.1.13""",59756
"""MZ001941""","""P.1.13""",59780
"""MZ538891""","""P.1.13""",59780
"""MZ385879""","""P.1.13""",59780
"""MZ337575""","""P.1.13""",59780
"""OL315151""","""P.1.13""",59780
"""MZ059215""","""P.1.13""",59780
"""MZ295888""","""P.1.13""",59780
"""OL531666""","""P.1.13""",59228
"""MZ472557""","""P.1.13""",59552
"""MZ194628""","""P.1.13""",59790
"""MZ530949""","""P.1.13""",59320
"""MZ155125""","""P.1.13""",59716
"""MZ341374""","""P.1.13""",59314
"""MZ278864""","""P.1.13""",59706
"""MZ181102""","""P.1.13""",59674
"""MW972450""","""P.1.13""",59756
"""MZ311002""","""P.1.13""",59780
"""MZ068632""","""P.1.13""",59780
"""MZ337583""","""P.1.13""",59780
"""MW894068""","""P.1.13""",59780
"""MZ282072""","""P.1.13""",59756
"""MZ378571""","""P.1.13""",59762
"""MZ354230""","""P.1.13""",59780
"""MZ170200""","""P.1.13""",59780
"""MZ472326""","""P.1.13""",59780
"""MW963313""","""P.1.13""",59780
"""MW909950""","""P.1.13""",59780
"""MZ311474""","""P.1.13""",59780
"""MZ228094""","""P.1.13""",59780
"""MZ512810""","""P.1.13""",59780
"""MZ146011""","""P.1.13""",59780
"""OM253891""","""P.1.13""",59780
"""OL367234""","""P.1.13""",59780
"""OM486695""","""P.1.13""",59780
"""MZ196196""","""P.1.13""",59756
"""MZ322061""","""P.1.13""",59780
"""MZ538840""","""P.1.13""",59780
"""MZ141084""","""P.1.13""",59780
"""MZ538970""","""P.1.13""",59762
"""MZ255129""","""P.1.13""",59780
"""MZ257039""","""P.1.13""",59780
"""MZ145459""","""P.1.13""",59754
"""MZ256874""","""P.1.13""",59780
"""MZ160456""","""P.1.13""",59780
"""MZ296053""","""P.1.13""",59780
"""MZ069642""","""P.1.13""",59750
"""MZ769078""","""P.1.13""",59762
"""MZ239468""","""P.1.13""",59762
"""MZ830540""","""P.1.13""",59780
"""OK230780""","""P.1.13""",59756
"""MZ036897""","""P.1.13""",59762
"""MZ053985""","""P.1.13""",59762
"""MZ193959""","""P.1.13""",59780
"""MZ244553""","""P.1.13""",59780
"""MZ228186""","""P.1.13""",59762
"""MZ149573""","""P.1.13""",59780
"""MZ291389""","""P.1.13""",59780
"""MZ264903""","""P.1.13""",59780
"""MZ386484""","""P.1.13""",59756
"""MZ530851""","""P.1.13""",59780
"""MZ472270""","""P.1.13""",59780
"""MW968916""","""P.1.13""",59780
"""MZ295782""","""P.1.13""",59780
"""OL522465""","""P.1.13""",59762
